BKTL	23.233900	77.038300
BKTS	26.878440	80.038147
BKTU	27.116438	74.331951
BKU	18.163876	78.398352
BKWA	30.143012	73.985538
BL	20.608600	72.933500
BLA	32.762700	74.953700
BLAE	22.806900	88.212300
BLAX	22.893800	75.961700
BLC	19.551600	77.273200
BLD	20.275600	72.887700
BLDA	22.071200	87.336600
BLDI	24.194731	72.008667
BLDK	22.877100	75.755100
BLDL	32.215851	75.932852
BLG	26.681587	82.269278
BLGA	12.387581	76.587753
BLGH	23.676664	91.272860
BLGR	20.688700	83.494300
BLGT	25.233128	88.758116
BLH	22.661600	88.389200
BLHI	13.481260	75.966960
BLHR	25.105639	86.155873
BLK	26.591700	88.583600
BLKR	13.502482	76.023674
BLL	15.162900	77.275800
BLLI	15.151796	74.021046
BLM	27.167153	80.352287
BLME	23.898394	86.116848
BLMK	19.327700	83.293900
BLMR	26.685042	94.143219
BLN	22.519772	88.372009
BLND	31.342500	75.656600
BLNG	23.449703	85.833263
BLNI	18.213300	75.199600
BLNK	16.848808	74.869236
BLNR	26.237245	78.195001
BLO	24.635900	76.968800
BLP	27.433108	82.180223
BLPE	13.816900	79.403300
BLPR	26.646385	93.878689
BLPU	28.083100	79.625300
BLQR	28.865121	79.253783
BLR	15.592600	75.602500
BLRA	26.186164	73.700044
BLRD	22.804500	71.703600
BLRE	26.800171	92.514153
BLRG	23.267212	85.270729
BLRI	25.819969	85.801553
BLRR	12.936955	77.707329
BLS	21.500900	86.920000
BLSA	19.005484	77.701664
BLSD	27.581177	74.473743
BLSN	21.154600	82.035200
BLSR	27.995462	73.653545
BLT	25.830121	72.248733
BLTR	26.120900	83.841200
BLU	26.839000	80.060400
BLV	26.993800	84.778000
BLW	29.627300	78.112300
BLWR	22.382600	70.830900
BLX	23.365800	76.515700
BLY	22.656204	88.340782
BLYC	22.595800	88.263600
BLYG	22.652300	88.347600
BLYH	22.652314	88.338318
BLZ	29.921700	75.549600
